USER       PID    PPID   LWP    NLWP   %CPU  %MEM  VSZ    RSS    TTY    STAT   START  TIME   COMMAND
root       1482   1      1482   4      0.0   0.0   319184 11380  ?      Ssl    07:18  0:01    /usr/libexec/upowerd
root       1494   1      1494   1      0.0   0.0   38340  12288  ?      Ss     07:18  0:00    /usr/sbin/cupsd -l
redis      1509   1      1509   5      0.0   0.0   67912  13808  ?      Ssl    07:18  0:19    /usr/bin/redis-server 127.0.0.1:6379
root       1512   1      1512   2      0.0   0.1   117968 25248  ?      Ssl    07:18  0:00    /usr/bin/python3 /usr/share/unattended-upgrades/unattended-upgrade-shutdown --wait-for-signal
root       1531   1      1531   16     0.0   0.3   2393132 48612  ?      Ssl    07:18  0:11    /usr/bin/containerd
root       1566   1      1566   4      0.0   0.0   314824 9468   ?      Ssl    07:18  0:00    /usr/sbin/gdm3
postgres   1574   1      1574   1      0.0   0.1   225444 31164  ?      Ss     07:18  0:00    /usr/lib/postgresql/16/bin/postgres -D /var/lib/postgresql/16/main -c config_file=/etc/postgresql/16/main/postgresql.conf
mysql      1590   1      1590   37     0.2   2.4   2376320 397900 ?      Ssl    07:18  1:19    /usr/sbin/mysqld
postgres   1605   1574   1605   1      0.0   0.0   225580 8904   ?      Ss     07:18  0:00    postgres: 16/main: checkpointer 
postgres   1607   1574   1607   1      0.0   0.0   225600 7596   ?      Ss     07:18  0:00    postgres: 16/main: background writer 
postgres   1611   1574   1611   1      0.0   0.0   225444 10396  ?      Ss     07:18  0:00    postgres: 16/main: walwriter 
postgres   1612   1574   1612   1      0.0   0.0   227052 8716   ?      Ss     07:18  0:00    postgres: 16/main: autovacuum launcher 
postgres   1613   1574   1613   1      0.0   0.0   227028 8044   ?      Ss     07:18  0:00    postgres: 16/main: logical replication launcher 
rtkit      1740   1      1740   3      0.0   0.0   22940  3540   ?      SNsl   07:18  0:00    /usr/libexec/rtkit-daemon
libvirt+   1743   1      1743   1      0.0   0.0   11512  2888   ?      S      07:18  0:00    /usr/sbin/dnsmasq --conf-file=/var/lib/libvirt/dnsmasq/default.conf --leasefile-ro --dhcp-script=/usr/lib/libvirt/libvirt_leaseshelper
root       1744   1743   1744   1      0.0   0.0   11484  1268   ?      S      07:18  0:00    /usr/sbin/dnsmasq --conf-file=/var/lib/libvirt/dnsmasq/default.conf --leasefile-ro --dhcp-script=/usr/lib/libvirt/libvirt_leaseshelper
turnser+   1760   1      1760   24     0.0   0.1   1763580 19116  ?      Ssl    07:18  0:08    /usr/bin/turnserver -c /etc/turnserver.conf --pidfile=
root       1933   2      1933   1      0.0   0.0   0      0      ?      S<     07:18  0:00    [krfcommd]
colord     2099   1      2099   4      0.0   0.0   320228 14988  ?      Ssl    07:18  0:00    /usr/libexec/colord
root       2507   1566   2507   4      0.0   0.0   390044 11932  ?      Sl     07:18  0:00    gdm-session-worker [pam/gdm-password]
n-vasun+   2533   1      2533   1      0.0   0.0   21508  13000  ?      Ss     07:18  0:04    /usr/lib/systemd/systemd --user
n-vasun+   2537   2533   2537   1      0.0   0.0   21620  3676   ?      S      07:18  0:00    (sd-pam)
n-vasun+   2551   2533   2551   3      0.0   0.1   118728 17624  ?      S<sl   07:18  0:02    /usr/bin/pipewire
n-vasun+   2552   2533   2552   3      0.0   0.0   97736  6076   ?      Ssl    07:18  0:00    /usr/bin/pipewire -c filter-chain.conf
n-vasun+   2556   2533   2556   6      0.1   0.1   407480 19864  ?      S<sl   07:18  0:36    /usr/bin/wireplumber
n-vasun+   2558   2533   2558   3      0.1   0.1   122512 19380  ?      S<sl   07:18  0:33    /usr/bin/pipewire-pulse
n-vasun+   2561   2533   2561   5      0.0   0.0   316648 10556  ?      SLsl   07:18  0:00    /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
n-vasun+   2575   2533   2575   1      0.0   0.0   11196  7044   ?      Ss     07:18  0:03    /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
n-vasun+   2614   2533   2614   7      0.0   0.0   610292 7560   ?      Ssl    07:18  0:00    /usr/libexec/xdg-document-portal
n-vasun+   2618   2533   2618   4      0.0   0.0   309308 6220   ?      Ssl    07:18  0:00    /usr/libexec/xdg-permission-store
